ordernumber;propertyValueName
103730;T3 Bus (1979-1992), T3 Syncro (1984-1992)
103734;T3 Pritsche (1979-1992)
103749;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
103750;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
101405;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101411;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101414;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101418;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101426;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101427;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101433;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101434;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101436;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
101909;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
103107;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103117;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103118;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103125;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103648;T3 Bus (1979-1992), T3 Syncro (1984-1992)
103649;T3 Bus (1979-1992), T3 Syncro (1984-1992)
103744;Passat 32B (1980-1988)
103764;Passat 1 (1973-1980), Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103768;Jetta 2 (1983-1992), Golf 2 (1983-1992)
103778;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103783;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
103784;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
100433;Passat 1 (1973-1980), Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101256;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
101501;Scirocco 2 (1981-1992), Golf 1 (1974-1983), Jetta 1(1979-1984), Polo 86C (1981-1994)
102731;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994)
102793;T3 Bus (1979-1992), T3 Syncro (1984-1992)
102834;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103046;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
103115;Jetta 2 (1983-1992), Golf 2 (1983-1992)
103334;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
103578;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10186;T3 Syncro (1984-1992)
SW10187;T3 Syncro (1984-1992)
SW10188;T3 Syncro (1984-1992)
SW10192;T3 Syncro (1984-1992)
SW10198;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10203;T3 Bus (1979-1992)
SW10216;Golf 1 Cabrio (1979-1993)
SW10217;Golf 1 Cabrio (1979-1993)
SW10218;Golf 1 Cabrio (1979-1993)
103712;
SW10219;Golf 1 Cabrio (1979-1993)
SW10236;Golf 1 (1974-1983), Jetta 1(1979-1984)
SW10252;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10267;Golf 1 (1974-1983), Jetta 1(1979-1984)
SW10270;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993)
SW10273;Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993)
SW10275;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10308;Caddy (14D)
SW10315;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10316;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10324;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW10332;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10340;T3 Pritsche (1979-1992)
SW10341;T3 Pritsche (1979-1992)
SW10371;T3 Pritsche (1979-1992)
SW10398;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10400;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW10406;T3 Syncro (1984-1992)
SW10407;T3 Syncro (1984-1992)
SW10408;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10422;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10423;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW10424;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW10429;Jetta 2 (1983-1992)
SW10431;T3 Syncro (1984-1992)
SW10444;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10445;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10446;Passat 1 (1973-1980), Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10447;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10467;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW10469;T3 Syncro (1984-1992)
SW10472;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW10480;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10487;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10491;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10492;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10509;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10529;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10530;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10531;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10537;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW10550;T3 Pritsche (1979-1992)
SW10552;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10568;Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992)
SW10572;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10294;
102694;
SW10351;
SW10352;
SW10353;
SW10355;
SW10377;
SW10415;
SW10595;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T3 Syncro (1984-1992)
SW10596;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T3 Syncro (1984-1992)
SW10600;Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
SW10602;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10609;Caddy (14D), Scirocco 2 (1981-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10619;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10624;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW10637;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10639;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW10640;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW10641;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10643;T3 Syncro (1984-1992)
SW10651;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW10652;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10655;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10686;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10688;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10689;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10690;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10691;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10693;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10694;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10695;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10699;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10710;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10711;T3 Syncro (1984-1992)
SW10713;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10721;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10722;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10723;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10724;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10725;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10726;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10727;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10728;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10729;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10731;Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW10732;Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW10733;Golf 2 (1983-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW10736;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10739;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10740;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10742;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10754;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10764;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW10767;Caddy (14D), Scirocco 2 (1981-1992), Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW10771;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10775;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10777;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10778;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10780;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10782;T3 Syncro (1984-1992)
SW10783;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10784;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10785;T3 Pritsche (1979-1992)
SW10789;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10796;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW10636;
SW10802;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T3 Syncro (1984-1992)
SW10803;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 86C (1981-1994), Polo 1 (1975-1981), T3 Syncro (1984-1992)
SW10807;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10812;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10814;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10816;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10826;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10827;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10831;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10836;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10839;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10841;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10843;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10844;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10848;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10850;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10856;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10859;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10860;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10865;T3 Syncro (1984-1992)
SW10866;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10867;T3 Pritsche (1979-1992)
SW10868;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10869;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10870;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10872;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10873;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10874;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10876;Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10879;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW10880;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10888;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW10889;T3 Syncro (1984-1992)
SW10890;T3 Syncro (1984-1992)
SW10897;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10906;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10910;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10912;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), Polo 1 (1975-1981), T3 Syncro (1984-1992)
SW10922;T3 Syncro (1984-1992)
SW10923;T3 Syncro (1984-1992)
SW10927;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW10928;T3 Syncro (1984-1992)
SW10929;T3 Syncro (1984-1992)
SW10933;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10937;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10938;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10939;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10942;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10943;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10945;Caddy (14D), Scirocco 2 (1981-1992), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992), T4 (1990-2003), T4 Pritsche (1990-2003), T4 Syncro (1990-2003)
SW10956;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10963;Passat 1 (1973-1980), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 86C (1981-1994), Polo 1 (1975-1981)
SW10964;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW10990;Passat 32B (1980-1988)
SW10992;Passat 32B (1980-1988)
SW10993;Passat 32B (1980-1988)
SW10996;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11004;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11006;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11007;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11010;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
SW11011;Passat 32B (1980-1988)
SW11020;Passat 1 (1973-1980), Passat 32B (1980-1988)
SW11024;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11025;Polo 86C (1981-1994), Polo 1 (1975-1981)
SW11027;Polo 86C (1981-1994)
SW11028;Polo 86C (1981-1994)
SW11045;Passat 1 (1973-1980), Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992), Polo 1 (1975-1981)
SW11047;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11048;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11049;T3 Syncro (1984-1992)
SW11050;T3 Syncro (1984-1992)
SW11051;T3 Syncro (1984-1992)
SW11052;T3 Pritsche (1979-1992)
SW11053;T3 Pritsche (1979-1992)
SW11055;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11059;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11062;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11065;T3 Bus (1979-1992), T3 Syncro (1984-1992)
SW11067;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11068;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11070;Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11077;T3 Pritsche (1979-1992)
SW11083;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11084;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11086;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11087;Jetta 2 (1983-1992), Golf 2 (1983-1992)
SW11088;Jetta 2 (1983-1992), Golf 2 (1983-1992), Polo 86C (1981-1994)
SW11090;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11094;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11095;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11096;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11100;Scirocco 1 (1974-1981), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Jetta 1(1979-1984)
SW11101;Caddy (14D), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993)
SW11107;Passat 1 (1973-1980), Caddy (14D), Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 1 (1974-1983), Jetta 1(1979-1984), Golf 2 (1983-1992), T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11113;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11114;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11115;Golf 2 (1983-1992)
SW11116;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11119;T3 Bus (1979-1992), T3 Pritsche (1979-1992), T3 Syncro (1984-1992)
SW11121;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11122;Jetta 2 (1983-1992), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11124;Jetta 2 (1983-1992), Passat 32B (1980-1988), Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11126;Golf 2 Syncro (1986-1991), Golf 2 (1983-1992)
SW11130;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11131;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11140;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11141;T3 Bus (1979-1992), T3 Pritsche (1979-1992)
SW11151;Passat 32B (1980-1988), Golf 1 Cabrio (1979-1993), Golf 2 (1983-1992), T3 Bus (1979-1992), Polo 86C (1981-1994)
SW11153;Caddy (14D), Scirocco 2 (1981-1992), Jetta 2 (1983-1992), Scirocco 1 (1974-1981), Passat 32B (1980-1988), Golf 1 (1974-1983), Golf 1 Cabrio (1979-1993), Golf 2 Syncro (1986-1991), Jetta 1(1979-1984), Golf 2 (1983-1992)
