Title;URL handle;Description;Vendor;Product category;Type;Tags;Published on online store;Status;SKU;Barcode;Option1 name;Option1 value;Option2 name;Option2 value;Option3 name;Option3 value;Price;Compare-at price;Cost per item;Charge tax;Tax code;Unit price total measure;Unit price total measure unit;Unit price base measure;Unit price base measure unit;Inventory tracker;Inventory quantity;Continue selling when out of stock;Weight value (grams);Weight unit for display;Requires shipping;Fulfillment service;Product image URL;Image position;Image alt text;Variant image URL;Gift card;SEO title;SEO description;Google Shopping / Google product category;Google Shopping / Gender;Google Shopping / Age group;Google Shopping / MPN;Google Shopping / AdWords Grouping;Google Shopping / AdWords labels;Google Shopping / Condition;Google Shopping / Custom product;Google Shopping / Custom label 0;Google Shopping / Custom label 1;Google Shopping / Custom label 2;Google Shopping / Custom label 3;Google Shopping / Custom label 4;HS Code
Lager und Montagesatz für Motoraufhängung, Golf 2& Co, Diesel und Turbodiesel;lager-und-montagesatz-f-r-motoraufh-ngung-golf-2-co-diesel-und-turbodiesel;Angeboten wir ein Satz Motorlager mit passendem montagematerial für den Golf 2 &Co Diesel und Turbodiesel Das Set Besteht aus folgenden Artikeln: 1X Sechskantschraube M10X100 für Motoraufhängung Golf 2 &Co OE Ref. N90418301 2X Sechskantbundschraube M8x20 u.a für Motorlager, Golf 2 &Co, N01953310 3X Sechskantbundschraube, M8X45 u.a für Motorlager vorne Golf 2 &Co OE Ref. N0195042 1X Sechskantbundmutter, M10X1,5 SW16, Golf 2 &Co OE Ref. N10261310 1X Sechskantbundschraube, M10X40 für Motorlager vorne Golf 2 &Co OE Ref. N10234204 1X Motorlager vorne, Hydrolager, Golf 2& Co Diesel und G60, OE Ref. 191199279C 1X Motorlager, getriebeseitig, Golf 2 &Co, OE Ref. 191199381A 1X Gummilager für Motoraufhängung rechts hinten, Golf 2& Co, OE Ref. 191199262A Somit ist alles dabei was Du für den Wechsel deiner Motorlager brauchst und im Vergleich zum einzel Kauf ist es auch noch günstiger :-);OldtimerWerk;;;;TRUE;active;SW12486;;;;;;;;89.49;94.52;0.0;TRUE;;;;;;shopify;-2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c2/d9/7a/Motorlagersatz-G2-Standart.jpg;1;;;FALSE;Lager und Montagesatz für Motoraufhängung, Golf 2& Co, Diesel und T...;Angeboten wir ein Satz Motorlager mit passendem montagematerial für den Golf 2 &Co Diesel und Turbodiesel Das Set Besteht aus folgenden Artikeln: 1X Sechskantschraube M10X100 für Motoraufhängung Golf 2 &Co OE Ref. N90418301 2X Sechskantbundschraube M8x20 u.a für Motorlager, Golf 2 &Co, N01953310 3X Sechskantbundschr...;;;;;;;new;FALSE;;;;;;87089997
Getriebelager inkl. Montagesatz, Aufhängung Schaltgetriebe, T3 1,6-2L Benziner OE Ref. 251399201E;getriebelager-inkl-montagesatz-aufh-ngung-schaltgetriebe-t3-1-6-2l-benziner-oe-ref-251399201e;Angeboten wir ein neues Getriebelager inkl. Montagematerial. Passend für T3, 1,6-2,0L Benziner mit Schaltgetriebe. Das Set besteht aus folgenden Einzelteilen: 1X Getriebelager für T3 1,6-2,0L Benziner mit Schaltgetriebe OE Ref. 251399201E 4X Sechskantschraube M8X22 OE Ref. N01024118 4X U-Scheibe M8 1X Sechskantschraube M10x100, Getriebeaufhängung, T3 Syncro, OE Ref. N0104833 1X Sechskantmutter M10 Selbstsichernd;OldtimerWerk;;;;TRUE;active;SW12492;5710412213541;;;;;;;38.95;41.35;38.69;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/50/c6/3d/GetriebelagerT3-Schaltgetriebe-Benziner.jpg;1;;;FALSE;Getriebelager inkl. Montagesatz, Aufhängung Schaltgetriebe, T3 1,6-...;Angeboten wird ein neues Getriebelager. Passend für T3, 2.1L mit Schalt- und Automatikgetriebe und 1,9L nur Automatik. Neuware in Top Zustand.;;;;1132401000;;;new;FALSE;;;;;;87089997
Achsschenkel, Radlagergehäuse, komplett vormontiert, Links, T4 ab BJ 01/96, OE Ref. 7D0407257A;achsschenkel-radlagergeh-use-komplett-vormontiert-links-t4-ab-bj-01-96-oe-ref-7d0407257a;Angeboten wird ein neues Radlagergehäuse für die Fahrerseite, passend für den T4 Bus ab Baujahr 1996. Der Achsschenkel ist bereits komplett vormontiert, somit lässt er sich relativ leicht und vor allem ohne Spezialwerkzeug montieren. Wir haben das Radlagergehäuse aus folgenden Teilen zusammen gesetzt : 1x Radlagergehäuse links, 7D0407257A 1x FAG Radlagersatz 7D0498625 1x Radnabe 7D0501647A 1x Hitzeblech 7D0407343B 3x Sechskantschraube N90529301 Wichtig: Nach der Montage des Radlagergehäuse sollte unbedingt Spur und Sturz kontrolliert und ggf. eingestellt werden.;OldtimerWerk;;;;TRUE;active;SW12498;;;;;;;;209.95;0.0;122.5;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/d0/7f/4c/links1.jpg|https://www.oldtimer-werk.de/media/image/fb/3d/8e/links2.jpg|https://www.oldtimer-werk.de/media/image/1e/4b/0f/links3.jpg|https://www.oldtimer-werk.de/media/image/9a/e3/b6/links4.jpg|https://www.oldtimer-werk.de/media/image/06/6c/3f/zubehoerwzEMrH1qIT3cm.jpg;1;;;FALSE;Achsschenkel, Radlagergehäuse, komplett vormontiert, Links, T4 ab B...;Angeboten wird ein neues Radlagergehäuse für die Fahrerseite, passend für den T4 Bus ab Baujahr 1996. Der Achsschenkel ist bereits komplett vormontiert, somit lässt er sich relativ leicht und vor allem ohne Spezialwerkzeug montieren. Wir haben das Radlagergehäuse aus folgenden Teilen zusammen gesetzt : 1x Radlagerge...;;;;;;;new;FALSE;;;;;;87089997
Hebel für Türbetätigung, Innen Rechts, Golf 2 &Co, Passat 32B, OE Ref. 191837226;hebel-f-r-t-rbet-tigung-innen-rechts-golf-2-co-passat-32b-oe-ref-191837226;Angeboten wird ein neue Hebel für die Türbetätigung Innen rechts. Passend für Golf 2 &Co und Passat 32B.;Volkswagen Original Teile;;;;TRUE;active;SW12507;;;;;;;;8.59;0.0;5.05;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/38/af/29/191837226.jpg;1;;;FALSE;Hebel für Türbetätigung, Innen Rechts, Golf 2 &Co, Passat 32B, OE R...;Angeboten wird ein neue rHebel für die Türbetätigung Innen rechts. Passend für Golf 2 &Co und Passat 32B. Neuware in Top Zustand;;;;191837226;;;new;FALSE;;;;;;87089997
Hebel für Türbetätigung, Innen Links, Golf 2 &Co, Passat 32B, OE Ref. 191837225;hebel-f-r-t-rbet-tigung-innen-links-golf-2-co-passat-32b-oe-ref-191837225;Angeboten wird ein neuer Hebel für die Türbetätigung Innen links. Passend für Golf 2 &Co und Passat 32B.;Volkswagen Original Teile;;;;TRUE;active;SW12508;;;;;;;;8.59;0.0;5.05;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/29/00/6a/191837225-02.jpg|https://www.oldtimer-werk.de/media/image/8b/f2/5c/191837225-01.jpg;1;;;FALSE;Hebel für Türbetätigung, Innen Links, Golf 2 &Co, Passat 32B, OE Re...;Angeboten wird ein neue rHebel für die Türbetätigung Innen rechts. Passend für Golf 2 &Co und Passat 32B. Neuware in Top Zustand;;;;191837225;;;new;FALSE;;;;;;87089997
Ölablassschraube, M14x1.5x22, mit Dichtring, T4 Bus, VR6, OE Ref. N90813201;lablassschraube-m14x1-5x22-mit-dichtring-t4-bus-vr6-oe-ref-n90813201;M14X1,5X22 u.a für T4 mit MKB AMV 2,8 L;febi bilstein;;;;TRUE;active;SW12512;4027816488712;;;;;;;2.95;0.0;0.75;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/f9/87/94/N90813201.jpg;1;;;FALSE;Ölablassschraube, M14x1.5x22, mit Dichtring, T4 Bus, VR6, OE Ref. N...;M14X1,5X22 u.a für T4 mit MKB AMV 2,8 L;;;;48871;;;new;FALSE;;;;;;87089997
Scheinwerfer, rechts oder links, ohne LWR, Polo 86C, OE Ref. 861941753;scheinwerfer-rechts-oder-links-ohne-lwr-polo-86c-oe-ref-861941753;Hauptscheinwerfer für Polo 1 (75 - 81), VW Polo II Schrägheck und Coupe (86C, 80) (81 - 94);Klokkerholm;;;;TRUE;active;SW12515;;;;;;;;26.49;0.0;13.37;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/cf/a0/02/861941753A.jpg;1;;;FALSE;Scheinwerfer, rechts oder links, ohne LWR, Polo 86C, OE Ref. 861941753;Angeboten wird ein neuer Scheinwerfer ohne Leuchtweitenregulierung. Neuware in Top Zustand. VW Vergleichsnummer: 191941753;;;;95260130;;;new;FALSE;;;;;;85122000
Drehfensterrahmen, Rechts, T3 Bus, OE Ref. 251837406;drehfensterrahmen-rechts-t3-bus-oe-ref-251837406;Angeboten wird ein Rahmen für das vordere Ausstellefenster der Beifahrertür. Schöne Nachfertigung aus Aluminium;Repro;;;;TRUE;active;SW12525;251-837-406/A;;;;;;;118.49;0.0;69.63;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/b1/e7/31/251837406A.jpg;1;;;FALSE;Drehfensterrahmen, Rechts, T3 Bus, OE Ref. 251837406;Angeboten wird ein Rahmen für das vordere Ausstellefenster der Beifahrertür. Schöne Nachfertigung aus Aluminium;;;;251-837-406/A;;;new;FALSE;;;;;;87089997
Leuchtmittel, Zweifaden Birne, 12V 21/5 Watt, T4 Bus, Polo 86C, OE Ref. N 0177382;leuchtmittel-zweifaden-birne-12v-21-5-watt-t4-bus-polo-86c-oe-ref-n-0177382;Zweifaden-Rücklichtbirne 21/5 Watt, u.a. im T4/T5/T6, LT28-35, Corrado oder auch Polo 86c verbaut;HELLA;;;;TRUE;active;SW12537;4082300191882;;;;;;;1.79;0.0;0.25;TRUE;;;;;;shopify;3;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0d/35/13/N-0177382.jpg;1;;;FALSE;Leuchtmittel, Zweifaden Birne, 12V 21/5 Watt, T4 Bus, Polo 86C, OE ...;Passend für für Bremslicht und Blinker.;;;;8GD 002 078-121;;;new;FALSE;;;;;;87089997
Reparaturblech, Querträger, Radhaus, vorne Links, T4 Bus, OE Ref. 701803705B;reparaturblech-quertr-ger-radhaus-vorne-links-t4-bus-oe-ref-701803705b;;Klokkerholm;;;;TRUE;active;SW12547;5714270021959;;;;;;;72.39;0.0;36.5;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/fe/81/dc/701803705B.jpg;1;;;FALSE;Reparaturblech, Querträger, Radhaus, vorne Links, T4 Bus, OE Ref. 7...;;;;;9558781;;;new;FALSE;;;;;;87082990
Reparaturblech, Querträger, Radhaus, vorne Rechts, T4 Bus, OE Ref. 701803706B;reparaturblech-quertr-ger-radhaus-vorne-rechts-t4-bus-oe-ref-701803706b;;Klokkerholm;;;;TRUE;active;SW12548;5714270021966;;;;;;;72.39;0.0;12.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/a7/df/701803706B.jpg;1;;;FALSE;Reparaturblech, Querträger, Radhaus, vorne Rechts, T4 Bus, OE Ref. ...;;;;;9558782;;;new;FALSE;;;;;;87082990
Reparatursatz für Pierburg 35 PDSIT 5 Vergaser, Passat 1;reparatursatz-f-r-pierburg-35-pdsit-5-vergaser-passat-1;Umfangreicher Reparatursatz für den 35 PDSIT 5 Pierburg Vergaser, passend für den Passat Typ 32 mit 1,3 bis 1,6L Hubraum;Repro;;;;TRUE;active;SW12554;8033419037581;;;;;;;52.89;0.0;20.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/55/ea/2c/35-PDSIT-5.jpg;1;;;FALSE;Reparatursatz für Pierburg 35 PDSIT 5 Vergaser, Passat 1;Umfangreicher Reparatursatz für den 35 PDSIT 5 Pierburg Vergaser, passend für den Passat Typ 32 mit 1,3 bis 1,6L Hubraum;;;;S28G;;;new;FALSE;;;;;;87089997
Clip, Abdeckkappe Choke Zug, Armaturenbrett, Golf 2 &Co OE Ref. 191857376A;clip-abdeckkappe-choke-zug-armaturenbrett-golf-2-co-oe-ref-191857376a;Abdeckung für den Handbremshebel in Schwarz. Passend für Golf 2 & Co. ab Bj. 08/1988;Volkswagen Original Teile;;;;TRUE;active;SW12569;;;;;;;;3.89;0.0;0.6;TRUE;;;;;;shopify;45;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/f5/99/dd/191857376A_1.png|https://www.oldtimer-werk.de/media/image/b0/bc/77/191857376A.png;1;;;FALSE;Clip, Abdeckkappe Choke Zug, Armaturenbrett, Golf 2 &Co OE Ref. 191...;Abdeckung für den Handbremshebel in Schwarz. Passend für Golf 2 & Co. ab Bj. 08/1988;;;;191857376A;;;new;FALSE;;;;;;87089997
Steckergehäuse 2-polig, Golf 2 &Co OE Ref. 357972762E;steckergeh-use-2-polig-golf-2-co-oe-ref-357972762e;;Volkswagen Original Teile;;;;TRUE;active;SW12574;;;;;;;;8.79;0.0;1.8;TRUE;;;;;;shopify;25;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/41/5f/ae/357972762E.png;1;;;FALSE;Steckergehäuse 2-polig, Golf 2 &Co OE Ref. 357972762E;;;;;357972762E;;;new;FALSE;;;;;;87089997
Steckergehäuse 2-polig, Caddy, Cabrio und Golf 2 OE Ref. 357972772;steckergeh-use-2-polig-caddy-cabrio-und-golf-2-oe-ref-357972772;;Volkswagen Original Teile;;;;TRUE;active;SW12576;;;;;;;;11.89;0.0;1.5;TRUE;;;;;;shopify;18;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/e7/ab/41/357972772.png;1;;;FALSE;Steckergehäuse 2-polig, Caddy, Cabrio und Golf 2 OE Ref. 357972772;;;;;357972772;;;new;FALSE;;;;;;87089997
Steckergehäuse für Sicherungskasten Golf &Co, OE Ref. 171971971L;steckergeh-use-f-r-sicherungskasten-golf-co-oe-ref-171971971l;;Volkswagen Original Teile;;;;TRUE;active;SW12581;;;;;;;;8.79;0.0;1.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/30/88/f8/171971971L_1.png|https://www.oldtimer-werk.de/media/image/86/72/83/171971971L.png;1;;;FALSE;Steckergehäuse für Sicherungskasten Golf &Co, OE Ref. 171971971L;;;;;171971971l;;;new;FALSE;;;;;;87089997
Steckergehäuse 6-polig, Golf 2 Syncro & T4 Bus OE Ref. 357907971A;steckergeh-use-6-polig-golf-2-syncro-t4-bus-oe-ref-357907971a;;Volkswagen Original Teile;;;;TRUE;active;SW12583;;;;;;;;13.79;0.0;2.0;TRUE;;;;;;shopify;22;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/7e/00/30/357907971A_1.png|https://www.oldtimer-werk.de/media/image/51/2c/1d/357907971ArUb2sYBsurSbC.png;1;;;FALSE;Steckergehäuse 6-polig, Golf 2 Syncro & T4 Bus OE Ref. 357907971A;;;;;357907971A;;;new;FALSE;;;;;;87089997
Fensterführung, rechts, Golf 2 / Jetta 2, 4-Türer, mit Nut für Zierleisten, OE Ref 193837432C;fensterf-hrung-rechts-golf-2-jetta-2-4-t-rer-mit-nut-f-r-zierleisten-oe-ref-193837432c;Passend ab Baujahr 10/1987 mit Zierleiste;Volkswagen Original Teile;;;;TRUE;active;SW12594;;;;;;;;96.49;0.0;56.76;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/75/2d/bd/102477_01_193837432DUd0BYlygHrwFL.jpg;1;;;FALSE;Fensterführung, rechts, Golf 2 / Jetta 2, 4-Türer, mit Nut für Zier...;Passend ab Baujahr 10/1987 mit Zierleiste;;;;00-193837432C;;;new;FALSE;;;;;;87089997
Einstellscheibe Test Varianten;einstellscheibe-test-varianten;Angeboten wird eine neue Einstellscheibe für das Ventilspiel 3,40 mm Stark ab 1,5l Hubraum.;febi bilstein;;;;FALSE;draft;SW12595;4027816082873;;;;;;;3.89;0.0;1.1;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/98/d8/g0/100502_01_0561095639Dwe0TQwPvDjy.jpg;1;;;FALSE;Einstellscheibe Test Varianten;Angeboten wird eine neue Einstellscheibe für das Ventilspiel 3,40 mm Stark ab 1,5l Hubraum.;;;;8287;;;new;FALSE;;;;;;87089997
Schrumpfschlauch, zur Isolation von Kabeln, 300X3 mm;schrumpfschlauch-zur-isolation-von-kabeln-300x3-mm;;HELLA;;;;TRUE;active;SW12616;;;;;;;;4.29;0.0;1.54;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/94/d5/Schrumpfschlauch.jpg;1;;;FALSE;Schrumpfschlauch, zur Isolation von Kabeln, 300X3 mm;;;;;9MJ 008 039-001;;;new;FALSE;;;;;;87089997
Schrumpfschlauch, zur Isolation von Kabeln, 300X4,8 mm;schrumpfschlauch-zur-isolation-von-kabeln-300x4-8-mm;;HELLA;;;;TRUE;active;SW12617;;;;;;;;4.95;0.0;1.81;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/94/d5/Schrumpfschlauch.jpg;1;;;FALSE;Schrumpfschlauch, zur Isolation von Kabeln, 300X4,8 mm;;;;;9MJ 008 039-011;;;new;FALSE;;;;;;87089997
Schrumpfschlauch, zur Isolation von Kabeln, 300X6 mm;schrumpfschlauch-zur-isolation-von-kabeln-300x6-mm;;HELLA;;;;TRUE;active;SW12618;;;;;;;;5.79;0.0;2.16;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/94/d5/Schrumpfschlauch.jpg;1;;;FALSE;Schrumpfschlauch, zur Isolation von Kabeln, 300X6 mm;;;;;9MJ 008 039-021;;;new;FALSE;;;;;;87089997
Schrumpfschlauch, zur Isolation von Kabeln, 300X9 mm;schrumpfschlauch-zur-isolation-von-kabeln-300x9-mm;;HELLA;;;;TRUE;active;SW12619;;;;;;;;6.95;0.0;2.2;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/94/d5/Schrumpfschlauch.jpg;1;;;FALSE;Schrumpfschlauch, zur Isolation von Kabeln, 300X9 mm;;;;;9MJ 008 039-031;;;new;FALSE;;;;;;87089997
Schrumpfschlauch, zur Isolation von Kabeln, 300X19 mm;schrumpfschlauch-zur-isolation-von-kabeln-300x19-mm;;HELLA;;;;TRUE;active;SW12621;4026736508340;;;;;;;7.39;0.0;2.33;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/94/d5/Schrumpfschlauch.jpg;1;;;FALSE;Schrumpfschlauch, zur Isolation von Kabeln, 300X19 mm;;;;;51273039;;;new;FALSE;;;;;;87089997
Schrumpfschlauch, zur Isolation von Kabeln, 300X24 mm;schrumpfschlauch-zur-isolation-von-kabeln-300x24-mm;;HELLA;;;;TRUE;active;SW12622;;;;;;;;13.59;0.0;5.68;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0f/94/d5/Schrumpfschlauch.jpg;1;;;FALSE;Schrumpfschlauch, zur Isolation von Kabeln, 300X24 mm;;;;;9MJ 008 039-061;;;new;FALSE;;;;;;87089997
Sicherungshalter, mit Aufnahme für Flachsteck-Sicherung bis 20A;sicherungshalter-mit-aufnahme-f-r-flachsteck-sicherung-bis-20a;;HELLA;;;;TRUE;active;SW12631;4082300178807;;;;;;;7.19;0.0;3.02;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/af/04/02/Sicherungshalter.png;1;;;FALSE;Sicherungshalter, mit Aufnahme für Flachsteck-Sicherung bis 20A;;;;;8JD 743 557-021;;;new;FALSE;;;;;;87089997
Exzenterbuchse für Querlenker - Achsschenkel vorne Links, T4 Bus OE Ref. 701407135A;exzenterbuchse-f-r-querlenker-achsschenkel-vorne-links-t4-bus-oe-ref-701407135a;;Volkswagen Original Teile;;;;TRUE;active;SW12644;;;;;;;;75.99;0.0;44.7;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/88/da/45/701407135A.jpg;1;;;FALSE;Exzenterbuchse für Querlenker - Achsschenkel vorne Links, T4 Bus OE...;;;;;00-701407135A;;;new;FALSE;;;;;;87089997
Exzenterscheibe 5 mm für Querlenker vorne Oben, T3 Bus Syncro OE Ref. 251407133B;exzenterscheibe-5-mm-f-r-querlenker-vorne-oben-t3-bus-syncro-oe-ref-251407133b;Angeboten wird eine neue Exzenterscheibe 5mm für den Querlenker, Montage vorne Oben. Passend für T3 Syncro;Repro;;;;TRUE;active;SW12647;;;;;;;;3.59;0.0;1.5;TRUE;;;;;;shopify;4;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8d/f0/0f/251407133A_1YVzQnj9AwICQQ.jpg;1;;;FALSE;Exzenterscheibe 5 mm für Querlenker vorne Oben, T3 Bus Syncro OE Re...;Angeboten wird eine neue Exzenterscheibe 4mm für den Querlenker, Montage vorne Oben. Passend für T3;;;;5739;;;new;FALSE;;;;;;87089997
Reparaturblech, Querträger vorne Rechts, T3 OE Ref. 251803234;reparaturblech-quertr-ger-vorne-rechts-t3-oe-ref-251803234;Querträger, Träger, Reparaturblech;Alan H. Schofield;;;;TRUE;active;SW12648;;;;;;;;62.95;0.0;35.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/ff/37/bf/251803234.png;1;;;FALSE;Reparaturblech, Querträger vorne Rechts, T3 OE Ref. 251803234;Querträger, Träger, Reparaturblech;;;;1153;;;new;FALSE;;;;;;87089997
Reparaturblech, Querträger vorne Links, T3 OE Ref. 251803233;reparaturblech-quertr-ger-vorne-links-t3-oe-ref-251803233;Querträger, Träger, Reparaturblech;Alan H. Schofield;;;;TRUE;active;SW12649;;;;;;;;62.95;0.0;35.0;TRUE;;;;;;shopify;1;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/6b/b6/e3/251803233.png;1;;;FALSE;Reparaturblech, Querträger vorne Links, T3 OE Ref. 251803233;Querträger, Träger, Reparaturblech;;;;1152;;;new;FALSE;;;;;;87089997
Kennzeichenleuchte, T4 Pritsche, OE Ref. 283941111A;kennzeichenleuchte-t4-pritsche-oe-ref-283941111a;Kennzeichenleuchte komplett, jedoch ohne Leuchtmittel, passend für den T4 Pritsche;HELLA;;;;TRUE;active;SW12650;4082300050462;;;;;;;13.49;0.0;6.8;TRUE;;;;;;shopify;2;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/c1/8d/60/283941111A.png;1;;;FALSE;Kennzeichenleuchte, T4 Pritsche, OE Ref. 283941111A;Passend für für Bremslicht und Blinker.;;;;2KA 003 389-001;;;new;FALSE;;;;;;87089997
Rücklicht, Rückleuchte Links, T4 Pritsche, OE Ref. 283945095C;r-cklicht-r-ckleuchte-links-t4-pritsche-oe-ref-283945095c;Rückleuchte komplett inkl Lampenfassung für Links, jedoch ohne Leuchtmittel, passend für den T4 Pritsche;Herth + Buss Elparts;;;;TRUE;active;SW12652;4026736139698;;;;;;;39.95;0.0;20.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/0c/69/0a/283945095C-01.png|https://www.oldtimer-werk.de/media/image/16/54/a9/283945095C-02.webp;1;;;FALSE;Rücklicht, Rückleuchte Links, T4 Pritsche, OE Ref. 283945095C;Passend für für Bremslicht und Blinker.;;;;83830186;;;new;FALSE;;;;;;87089997
Rücklicht, Rückleuchte Rechts, T4 Pritsche, OE Ref. 283945096C;r-cklicht-r-ckleuchte-rechts-t4-pritsche-oe-ref-283945096c;Rückleuchte komplett inkl Lampenfassung für Rechts, jedoch ohne Leuchtmittel, passend für den T4 Pritsche;Herth + Buss Elparts;;;;TRUE;active;SW12653;4026736140649;;;;;;;39.95;0.0;20.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/16/54/a9/283945095C-02.webp|https://www.oldtimer-werk.de/media/image/88/cb/d4/283945096C.png;1;;;FALSE;Rücklicht, Rückleuchte Rechts, T4 Pritsche, OE Ref. 283945096C;Passend für für Bremslicht und Blinker.;;;;83840186;;;new;FALSE;;;;;;87089997
Rücklicht,Fenster, Lichtscheibe, Glass, T4 Pritsche rechts oder Links, OE Ref. 283945223F;r-cklicht-fenster-lichtscheibe-glass-t4-pritsche-rechts-oder-links-oe-ref-283945223f;Rückleuchten Glass ohne Lampenfassung für Rechts oder Links, passend für den T4 Pritsche;Herth + Buss Elparts;;;;TRUE;active;SW12654;4026736140236;;;;;;;17.89;0.0;9.0;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/13/1d/db/283945223F.png;1;;;FALSE;Rücklicht,Fenster, Lichtscheibe, Glass, T4 Pritsche rechts oder Lin...;Passend für für Bremslicht und Blinker.;;;;83832186;;;new;FALSE;;;;;;87089997
Rücklicht, Rückleuchte, Links, T4 Bus, OE Ref. 701945111;r-cklicht-r-ckleuchte-links-t4-bus-oe-ref-701945111;Passend für für Bremslicht und Blinker.;Diederichs;;;;TRUE;active;SW12655;4052355094728;;;;;;;29.95;0.0;16.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/47/d3/bc/701945111.png;1;;;FALSE;Rücklicht, Rückleuchte, Links, T4 Bus, OE Ref. 701945111;Passend für für Bremslicht und Blinker.;;;;2270091;;;new;FALSE;;;;;;87089997
Rücklicht, Rückleuchte, Rechts, T4 Bus, OE Ref. 701945112;r-cklicht-r-ckleuchte-rechts-t4-bus-oe-ref-701945112;Passend für für Bremslicht und Blinker.;Diederichs;;;;TRUE;active;SW12656;4052355094711;;;;;;;29.95;0.0;16.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/8c/fa/2d/701945112.png;1;;;FALSE;Rücklicht, Rückleuchte, Rechts, T4 Bus, OE Ref. 701945112;Passend für für Bremslicht und Blinker.;;;;2270090;;;new;FALSE;;;;;;87089997
Rücklicht, Rückleuchte, Rechts, Rauchgrau, T4 Bus, OE Ref. 701945112;r-cklicht-r-ckleuchte-rechts-rauchgrau-t4-bus-oe-ref-701945112;Passend für für Bremslicht und Blinker.;Diederichs;;;;TRUE;active;SW12657;4052355095251;;;;;;;35.79;0.0;19.5;TRUE;;;;;;shopify;0;deny;100;g;TRUE;manual;https://www.oldtimer-werk.de/media/image/54/73/26/701945112BkpbP3kb3ZmrT.png;1;;;FALSE;Rücklicht, Rückleuchte, Rechts, Rauchgrau, T4 Bus, OE Ref. 701945112;Passend für für Bremslicht und Blinker.;;;;2271090;;;new;FALSE;;;;;;87089997
